CROP TYPE,SOIL TYPE,REGION,TEMPERATURE,WEATHER CONDITION,WATER REQUIREMENT IN LITRES,Pressure (hg),Humidity (%),Crop Age (days),Irrigation Type,Soil Moisture (%),Pump Status
SUGARCANE,DRY,SEMI HUMID,40.269727,NORMAL,11.35,1004.657919,18,85,Manual Irrigation,33.6946297,On
BEAN,DRY,DESERT,25.46139095,SUNNY,9.4,1000.23104,18,29,Manual Irrigation,19.33986848,On
SUGARCANE,DRY,SEMI HUMID,28.44668325,SUNNY,11,1002.806027,7,78,Manual Irrigation,11.96590941,On
RICE,HUMID,HUMID,23.44071166,WINDY,9,1010.152053,50,13,Manual Irrigation,48.5850472,On
OTHER,HUMID,SEMI ARID,17.71798635,NORMAL,11.5,1014.179077,43,77,Manual Irrigation,30.88312131,On
BEAN,DRY,DESERT,43.25713234,SUNNY,11.45,1005.57375,22,58,Manual Irrigation,27.16920154,On
WHEAT,DRY,HUMID,34.89122715,WINDY,9.85,1014.858293,5,20,Manual Irrigation,34.05532647,On
WHEAT,DRY,HUMID,27.59361005,SUNNY,9.32,1013.176773,34,18,Manual Irrigation,13.89763766,On
COTTON,HUMID,DESERT,30.1817105,WINDY,9.6,1023.557523,16,19,Manual Irrigation,17.81190598,On
WHEAT,DRY,SEMI HUMID,34.82179491,WINDY,11.4,1024.66035,13,53,Manual Irrigation,27.32490565,On
WHEAT,HUMID,DESERT,28.26934172,NORMAL,9.1,1016.088803,14,21,Manual Irrigation,11.52057679,On
MAIZE,DRY,SEMI HUMID,18.84102247,SUNNY,6.36,1001.62502,47,53,Manual Irrigation,49.53955803,On
BEAN,HUMID,HUMID,47.3952863,NORMAL,5.8,1011.915511,5,27,Manual Irrigation,39.15091715,On
WHEAT,DRY,DESERT,44.22272894,RAINY,5.6,1000.85439,28,27,Manual Irrigation,33.55060823,On
COTTON,DRY,SEMI ARID,33.82345268,WINDY,10.8,1013.529701,25,48,Manual Irrigation,22.09157627,On
RICE,DRY,HUMID,27.45161596,WINDY,13,1007.873331,25,50,Surface Irrigation,12.23350427,On
POTATO,DRY,SEMI HUMID,31.43361634,SUNNY,10.3,1006.550875,28,69,Subsurface Irrigation,12.3453287,On
SUGARCANE,HUMID,SEMI HUMID,31.28913466,SUNNY,9.4,1011.756227,10,24,Manual Irrigation,15.48067747,On
MAIZE,HUMID,SEMI ARID,41.32026578,WINDY,8.14,1012.287856,47,49,Manual Irrigation,46.2864301,On
RICE,WET,SEMI ARID,25.11331909,WINDY,10.5,1005.8621,15,89,Manual Irrigation,10.13033536,On
RICE,WET,SEMI HUMID,25.09213681,WINDY,8.5,1017.146907,43,23,Manual Irrigation,43.63411752,On
SUGARCANE,WET,HUMID,33.91594219,WINDY,5.48,1009.636761,29,9,Manual Irrigation,44.81954308,On
WHEAT,WET,SEMI HUMID,35.14285651,WINDY,7.06,1021.15298,36,17,Manual Irrigation,39.46275789,On
SUGARCANE,WET,SEMI HUMID,21.7379832,NORMAL,5.06,1012.33773,42,24,Manual Irrigation,45.05123276,On
SUGARCANE,DRY,HUMID,42.78597803,SUNNY,11.2,1009.449209,46,48,Manual Irrigation,23.12719955,On
MAIZE,WET,SEMI HUMID,41.62675039,NORMAL,5.34,1020.088544,14,41,Manual Irrigation,36.14701397,On
WHEAT,HUMID,DESERT,38.83593324,SUNNY,11.75,1011.559036,29,63,Manual Irrigation,14.28933217,On
SUGARCANE,HUMID,SEMI HUMID,48.49777575,SUNNY,10.5,1018.334038,49,63,Manual Irrigation,27.59042609,On
RICE,WET,SEMI ARID,48.17483993,NORMAL,11.5,1004.243962,32,66,Manual Irrigation,9.195681394,On
POTATO,DRY,SEMI HUMID,30.53325977,WINDY,9.8,1022.042933,40,2,Manual Irrigation,21.09433429,On
WHEAT,HUMID,SEMI HUMID,41.75145814,SUNNY,10.5,1008.21865,23,88,Manual Irrigation,18.38449645,On
SUGARCANE,DRY,SEMI HUMID,37.25083642,WINDY,11.4,1015.593835,36,66,Manual Irrigation,13.08411217,On
RICE,DRY,HUMID,31.98329078,NORMAL,13,1011.711531,50,80,Surface Irrigation,27.28403832,On
RICE,WET,HUMID,31.08308755,WINDY,7,1024.401958,25,14,Manual Irrigation,44.79821426,On
POTATO,DRY,SEMI HUMID,36.698343,NORMAL,8.8,1018.709381,35,33,Manual Irrigation,39.85650184,On
POTATO,DRY,DESERT,34.40014209,SUNNY,12.2,1022.576266,20,70,Subsurface Irrigation,18.80785629,On
WHEAT,DRY,DESERT,44.61700676,NORMAL,13.6,1005.357502,42,75,Surface Irrigation,31.34745348,On
MUSTARD,DRY,SEMI ARID,33.95287639,SUNNY,9.08,1008.233838,42,25,Manual Irrigation,9.743090922,On
SUGARCANE,WET,SEMI ARID,46.20657197,NORMAL,8.34,1009.962551,37,21,Manual Irrigation,40.7248077,On
TOMATO,DRY,DESERT,36.19718692,WINDY,9.12,1016.806573,27,59,Drip Irrigation,13.59894947,On
MUSTARD,DRY,SEMI ARID,47.53643623,SUNNY,10.08,1005.647035,8,70,Manual Irrigation,5.816460642,On
BANANA,DRY,DESERT,34.23917259,SUNNY,12.25,1011.075999,45,101,Sprinkler Irrigation,10.24224335,On
MAIZE,DRY,SEMI HUMID,45.5731136,SUNNY,9.36,1023.524145,24,51,Manual Irrigation,6.821523787,On
SUGARCANE,DRY,HUMID,27.78595532,WINDY,8.82,1010.692295,8,6,Manual Irrigation,37.33676193,On
RICE,WET,DESERT,35.96467528,WINDY,13,1002.518821,9,85,Surface Irrigation,17.48522988,On
RICE,HUMID,HUMID,47.48236154,NORMAL,10,1016.055241,4,18,Manual Irrigation,19.48395382,On
MAIZE,DRY,SEMI ARID,40.89205706,NORMAL,8.58,1012.37457,33,62,Manual Irrigation,49.04479199,On
RICE,HUMID,HUMID,45.72824699,SUNNY,11.5,1006.140789,36,35,Manual Irrigation,14.77657241,On
SUGARCANE,WET,SEMI ARID,46.20657197,NORMAL,8.34,1009.962551,37,21,Manual Irrigation,40.7248077,On
SUGARCANE,DRY,SEMI ARID,49.51465978,SUNNY,14,1022.099944,20,85,Surface Irrigation,20.90492137,On
RICE,HUMID,SEMI HUMID,48.98663953,NORMAL,12.5,1019.306007,22,58,Surface Irrigation,26.06348298,On
BEAN,HUMID,HUMID,28.20353275,SUNNY,5.2,1003.516333,22,40,Manual Irrigation,37.99245818,On
SUGARCANE,WET,SEMI ARID,46.9189086,WINDY,9.34,1019.312446,9,1,Manual Irrigation,17.83522603,On
RICE,DRY,SEMI ARID,26.04069879,RAINY,8.5,1020.545036,5,20,Manual Irrigation,39.97525938,On
POTATO,DRY,SEMI ARID,20.22635214,WINDY,9.8,1005.216298,18,36,Manual Irrigation,23.11955307,On
COTTON,HUMID,SEMI HUMID,46.67105536,NORMAL,7.5,1017.169195,37,6,Manual Irrigation,46.62004157,On
RICE,WET,DESERT,42.09054671,NORMAL,13,1000.779373,14,52,Surface Irrigation,6.501973781,On
COTTON,WET,SEMI ARID,42.88659723,SUNNY,8.7,1004.970713,39,7,Manual Irrigation,48.78307086,On
BEAN,DRY,HUMID,33.34996088,SUNNY,8,1006.301747,43,44,Manual Irrigation,38.07533715,On
SOYABEAN,DRY,SEMI HUMID,45.85880334,WINDY,9.5,1010.069638,4,31,Sprinkler Irrigation,18.11543043,On
SUGARCANE,DRY,SEMI ARID,49.51465978,SUNNY,14,1022.099944,20,85,Surface Irrigation,20.90492137,On
SUGARCANE,DRY,DESERT,12.85553072,SUNNY,12,1011.897658,30,89,Manual Irrigation,45.73961425,On
RICE,HUMID,HUMID,26.60799257,SUNNY,9.5,1005.752112,24,9,Manual Irrigation,34.89497063,On
SUGARCANE,WET,HUMID,33.91594219,WINDY,5.48,1009.636761,29,9,Manual Irrigation,44.81954308,On
SUGARCANE,DRY,HUMID,38.09565693,SUNNY,10.35,1012.916606,32,60,Manual Irrigation,13.90003917,On
SUGARCANE,HUMID,SEMI HUMID,31.28913466,SUNNY,9.4,1011.756227,10,24,Manual Irrigation,15.48067747,On
BEAN,DRY,HUMID,40.86426059,NORMAL,7.8,1024.551934,15,49,Manual Irrigation,39.32129277,On
COTTON,HUMID,SEMI ARID,45.76037168,NORMAL,8.92,1019.043568,18,26,Manual Irrigation,42.08288206,On
RICE,HUMID,HUMID,39.77343211,NORMAL,9,1005.690813,12,3,Manual Irrigation,42.28664172,On
MAIZE,DRY,DESERT,32.20720334,NORMAL,8.12,1020.713256,19,36,Manual Irrigation,49.93928063,On
RICE,DRY,HUMID,36.58741041,WINDY,14,1000.774265,3,53,Surface Irrigation,20.1300863,On
WHEAT,DRY,DESERT,28.56984622,SUNNY,13,1016.787795,22,71,Surface Irrigation,10.98385522,On
WHEAT,DRY,SEMI ARID,41.30945226,WINDY,13.5,1014.464634,9,65,Surface Irrigation,8.830695927,On
RICE,HUMID,HUMID,26.60799257,SUNNY,9.5,1005.752112,24,9,Manual Irrigation,34.89497063,On
BANANA,HUMID,HUMID,49.73119026,WINDY,6.2,1001.98124,41,70,Drip Irrigation,38.18087303,On
WHEAT,DRY,DESERT,16.76872569,SUNNY,12,1016.227015,2,88,Manual Irrigation,23.67360095,On
COTTON,DRY,HUMID,21.98722234,WINDY,7.6,1003.473998,6,28,Manual Irrigation,49.04804956,On
SUGARCANE,WET,HUMID,36.63318869,SUNNY,5.98,1001.18958,23,11,Manual Irrigation,43.59107155,On
RICE,HUMID,SEMI ARID,17.71798635,NORMAL,11.5,1011.331544,21,62,Manual Irrigation,17.68790818,On
BANANA,HUMID,DESERT,44.994576,SUNNY,11,1014.143683,49,117,Sprinkler Irrigation,7.601771581,On
SUGARCANE,HUMID,SEMI HUMID,31.28913466,SUNNY,9.4,1011.756227,10,24,Manual Irrigation,15.48067747,On
MAIZE,DRY,DESERT,32.20720334,NORMAL,8.12,1020.713256,19,36,Manual Irrigation,49.93928063,On
MUSTARD,DRY,DESERT,36.38095876,SUNNY,9.62,1000.762414,19,39,Manual Irrigation,28.22740129,On
MAIZE,WET,DESERT,26.64480231,WINDY,5.6,1007.731703,2,42,Manual Irrigation,40.27344926,On
SOYABEAN,DRY,SEMI HUMID,45.85880334,WINDY,9.5,1010.069638,4,31,Sprinkler Irrigation,18.11543043,On
MAIZE,DRY,SEMI HUMID,18.84102247,SUNNY,6.36,1001.62502,47,53,Manual Irrigation,49.53955803,On
SUGARCANE,DRY,HUMID,27.78595532,WINDY,8.82,1010.692295,8,6,Manual Irrigation,37.33676193,On
BANANA,DRY,DESERT,34.23917259,SUNNY,12.25,1011.075999,45,101,Sprinkler Irrigation,10.24224335,On
MAIZE,DRY,HUMID,41.75923137,NORMAL,6.96,1001.231841,3,33,Manual Irrigation,48.60464642,On
RICE,WET,SEMI ARID,48.17483993,NORMAL,11.5,1004.243962,32,66,Manual Irrigation,9.195681394,On
SUGARCANE,DRY,SEMI HUMID,28.44668325,SUNNY,11,1002.806027,7,78,Manual Irrigation,11.96590941,On
COTTON,DRY,SEMI ARID,48.14054232,WINDY,11.8,1023.572818,27,64,Manual Irrigation,22.5791177,On
WHEAT,HUMID,SEMI ARID,36.22420586,WINDY,10.2,1021.287111,30,33,Manual Irrigation,28.80972507,On
WHEAT,DRY,SEMI HUMID,21.15376452,WINDY,10.5,1015.669595,41,59,Manual Irrigation,25.72001029,On
MAIZE,DRY,SEMI HUMID,45.5731136,SUNNY,9.36,1023.524145,24,51,Manual Irrigation,6.821523787,On
RICE,DRY,SEMI HUMID,37.59635983,RAINY,7.5,1023.75528,7,13,Manual Irrigation,43.49890534,On
RICE,HUMID,SEMI HUMID,12.45848536,WINDY,10.5,1009.093138,5,45,Manual Irrigation,24.93681415,On
BANANA,DRY,DESERT,29.03243491,SUNNY,11.35,1023.339829,25,108,Sprinkler Irrigation,15.28476531,On
COTTON,DRY,HUMID,49.91239789,SUNNY,10.15,1017.708101,41,83,Manual Irrigation,9.352662307,On
RICE,HUMID,DESERT,30.68399784,RAINY,7,1017.207325,22,5,Manual Irrigation,45.42725541,On
BEAN,DRY,SEMI ARID,25.70802282,WINDY,9.6,1014.73677,3,47,Manual Irrigation,29.88206936,On
MAIZE,DRY,HUMID,27.97095941,WINDY,5.96,1018.824655,5,45,Manual Irrigation,35.21779482,On
RICE,HUMID,SEMI HUMID,21.92602377,WINDY,11.5,1000.99278,2,58,Manual Irrigation,32.44432898,On
SUGARCANE,DRY,SEMI ARID,44.70049105,WINDY,13.5,1005.174658,2,96,Surface Irrigation,16.63611108,On
SUGARCANE,DRY,HUMID,27.78595532,WINDY,8.82,1010.692295,8,6,Manual Irrigation,37.33676193,On
MAIZE,DRY,SEMI HUMID,18.84102247,SUNNY,6.36,1001.62502,47,53,Manual Irrigation,49.53955803,On
MUSTARD,DRY,SEMI ARID,47.53643623,SUNNY,10.08,1005.647035,8,70,Manual Irrigation,5.816460642,On
RICE,WET,HUMID,43.59696176,SUNNY,8.5,1002.075969,32,4,Manual Irrigation,48.05411002,On
WHEAT,DRY,SEMI HUMID,19.4684657,WINDY,9.4,1022.814605,42,9,Manual Irrigation,22.02107915,On
COTTON,WET,SEMI ARID,42.88659723,SUNNY,8.7,1004.970713,39,7,Manual Irrigation,48.78307086,On
WHEAT,HUMID,SEMI ARID,29.20220212,WINDY,9.1,1014.120479,32,28,Manual Irrigation,20.37893719,On
BEAN,DRY,SEMI HUMID,48.88445116,WINDY,9.5,1018.841653,19,28,Manual Irrigation,34.23334527,On
RICE,WET,SEMI HUMID,22.63445582,NORMAL,7.5,1010.371171,48,30,Manual Irrigation,49.34138211,On
BANANA,HUMID,DESERT,33.91806122,WINDY,9.6,1012.727835,11,46,Drip Irrigation,36.49658047,On
POTATO,DRY,DESERT,34.40014209,SUNNY,12.2,1022.576266,20,70,Subsurface Irrigation,18.80785629,On
RICE,HUMID,SEMI HUMID,48.98663953,NORMAL,12.5,1019.306007,22,58,Surface Irrigation,26.06348298,On
BEAN,DRY,SEMI ARID,45.49238413,NORMAL,10.95,1005.931359,43,83,Manual Irrigation,35.17502063,On
MAIZE,HUMID,DESERT,25.28015435,SUNNY,7.18,1020.317326,43,51,Manual Irrigation,42.38258399,On
TOMATO,DRY,SEMI ARID,42.86421011,SUNNY,10.08,1007.636106,34,96,Sprinkler Irrigation,10.14926841,On
SUGARCANE,DRY,SEMI HUMID,28.44668325,SUNNY,11,1002.806027,7,78,Manual Irrigation,11.96590941,On
SUGARCANE,WET,DESERT,37.05296012,NORMAL,8.3,1005.528082,47,16,Manual Irrigation,34.53188252,On
CABBAGE,DRY,DESERT,48.34414062,SUNNY,10.1,1019.726015,7,55,Sprinkler Irrigation,20.63639033,On
SUGARCANE,HUMID,SEMI HUMID,43.43156317,WINDY,9.7,1015.93747,23,23,Manual Irrigation,29.48210189,On
COTTON,DRY,HUMID,35.86798484,SUNNY,8.18,1004.11835,35,19,Manual Irrigation,44.35880525,On
WHEAT,DRY,DESERT,16.71914604,NORMAL,10.54,1014.138937,33,41,Manual Irrigation,32.53488412,On
MAIZE,DRY,SEMI HUMID,35.165568,WINDY,7.86,1010.795128,0,52,Manual Irrigation,43.13848192,On
COTTON,WET,HUMID,39.70290557,SUNNY,5.6,1018.139206,2,11,Manual Irrigation,41.97515795,On
SUGARCANE,WET,HUMID,46.49627829,WINDY,6.48,1016.620194,42,18,Manual Irrigation,39.93474252,On
BANANA,DRY,SEMI ARID,23.807225,SUNNY,10.4,1018.247228,7,94,Sprinkler Irrigation,31.78224128,On
SUGARCANE,WET,HUMID,36.63318869,SUNNY,5.98,1001.18958,23,11,Manual Irrigation,43.59107155,On
WHEAT,DRY,SEMI ARID,21.11558048,NORMAL,10.7,1017.452923,38,45,Manual Irrigation,28.13221881,On
POTATO,HUMID,SEMI ARID,43.72973833,SUNNY,10.1,1006.423807,20,44,Subsurface Irrigation,16.068111,On
SOYABEAN,DRY,SEMI HUMID,45.85880334,WINDY,9.5,1010.069638,4,31,Sprinkler Irrigation,18.11543043,On
BEAN,DRY,SEMI ARID,25.70802282,WINDY,9.6,1014.73677,3,47,Manual Irrigation,29.88206936,On
SOYABEAN,DRY,DESERT,45.72089663,NORMAL,9.95,1012.233069,11,46,Sprinkler Irrigation,27.52047527,On
WHEAT,DRY,SEMI HUMID,35.15183717,NORMAL,10.4,1015.718035,17,83,Manual Irrigation,14.82313616,On
RICE,HUMID,SEMI HUMID,48.98663953,NORMAL,12.5,1019.306007,22,58,Surface Irrigation,26.06348298,On
WHEAT,HUMID,DESERT,38.83593324,SUNNY,11.75,1011.559036,29,63,Manual Irrigation,14.28933217,On
SUGARCANE,DRY,SEMI ARID,33.86003138,WINDY,12.6,1009.003553,48,78,Surface Irrigation,15.16458811,On
OTHER,HUMID,SEMI ARID,20.07822055,SUNNY,9.6,1019.598132,16,24,Manual Irrigation,10.60877103,On
BANANA,WET,SEMI HUMID,37.39477166,WINDY,6.5,1000.780339,21,56,Drip Irrigation,39.13732719,On
SUGARCANE,DRY,SEMI ARID,49.51465978,SUNNY,14,1022.099944,20,85,Surface Irrigation,20.90492137,On
MAIZE,DRY,SEMI HUMID,41.31501166,WINDY,8.86,1012.159303,4,46,Manual Irrigation,46.41152591,On
RICE,DRY,HUMID,36.58741041,WINDY,14,1000.774265,3,53,Surface Irrigation,20.1300863,On
POTATO,DRY,SEMI ARID,20.22635214,WINDY,9.8,1005.216298,18,36,Manual Irrigation,23.11955307,On
BEAN,HUMID,SEMI ARID,37.09375256,WINDY,7.6,1020.102731,2,30,Manual Irrigation,34.82280167,On
RICE,DRY,HUMID,36.58741041,WINDY,14,1000.774265,3,53,Surface Irrigation,20.1300863,On
SUGARCANE,HUMID,DESERT,39.57242437,SUNNY,11.75,1011.735872,17,38,Manual Irrigation,7.359069032,On
WHEAT,DRY,SEMI ARID,41.30945226,WINDY,13.5,1014.464634,9,65,Surface Irrigation,8.830695927,On
RICE,WET,DESERT,23.39304711,WINDY,12,1006.706901,15,85,Manual Irrigation,34.38454986,On
BANANA,HUMID,DESERT,40.69948412,WINDY,10.5,1017.867558,6,96,Sprinkler Irrigation,18.6787892,On
RICE,WET,DESERT,23.11312076,NORMAL,11,1024.326134,42,80,Manual Irrigation,16.62421108,On
OTHER,DRY,SEMI HUMID,45.88275741,SUNNY,12.85,1015.760023,20,55,Manual Irrigation,5.111097182,On
SUGARCANE,DRY,SEMI HUMID,14.73163652,SUNNY,9.9,1024.4714,20,24,Manual Irrigation,23.34495564,On
WHEAT,DRY,HUMID,34.89122715,WINDY,9.85,1014.858293,5,20,Manual Irrigation,34.05532647,On
WHEAT,WET,SEMI ARID,48.89550226,WINDY,9.34,1009.54895,47,23,Manual Irrigation,13.2743368,On
RICE,DRY,HUMID,18.67679311,WINDY,12,1020.789348,26,61,Manual Irrigation,36.42275758,On
BEAN,HUMID,DESERT,34.91236436,SUNNY,8.9,1003.089312,35,48,Manual Irrigation,39.31579731,On
SUGARCANE,DRY,DESERT,36.31159446,SUNNY,14,1003.659327,6,98,Surface Irrigation,30.16989829,On
SUGARCANE,WET,SEMI ARID,22.02629868,WINDY,7.25,1009.922199,2,22,Manual Irrigation,45.24382716,On
COTTON,WET,HUMID,47.87966342,SUNNY,6.65,1004.279619,28,16,Manual Irrigation,46.51799572,On
POTATO,WET,DESERT,49.96701514,WINDY,9.15,1005.783718,15,31,Manual Irrigation,18.79115617,On
RICE,DRY,SEMI HUMID,15.96072849,NORMAL,13.5,1011.883977,45,55,Surface Irrigation,36.01582732,On
MELON,DRY,SEMI HUMID,40.81529934,SUNNY,9.36,1023.773534,10,44,Drip Irrigation,15.09875002,On
TOMATO,DRY,SEMI ARID,42.86421011,SUNNY,10.08,1007.636106,34,96,Sprinkler Irrigation,10.14926841,On
WHEAT,DRY,SEMI ARID,28.59949014,SUNNY,12.2,1007.774326,2,66,Surface Irrigation,2.934491564,On
RICE,WET,DESERT,23.39304711,WINDY,12,1006.706901,15,85,Manual Irrigation,34.38454986,On
RICE,WET,SEMI HUMID,45.92891595,WINDY,10.5,1003.54611,41,36,Manual Irrigation,32.32651878,On
RICE,WET,DESERT,23.39304711,WINDY,12,1006.706901,15,85,Manual Irrigation,34.38454986,On
RICE,WET,SEMI HUMID,45.46330963,SUNNY,11,1007.844554,46,35,Manual Irrigation,9.129181506,On
RICE,WET,DESERT,38.78261594,NORMAL,12,1017.626582,11,40,Manual Irrigation,32.70352965,On
MAIZE,HUMID,SEMI ARID,36.23267876,NORMAL,6.14,1010.58597,32,66,Manual Irrigation,49.68717148,On
SUGARCANE,WET,SEMI ARID,22.02629868,WINDY,7.25,1009.922199,2,22,Manual Irrigation,45.24382716,On
WHEAT,DRY,DESERT,37.31752453,WINDY,13.4,1008.325191,12,82,Surface Irrigation,20.73550721,On
RICE,HUMID,HUMID,45.72824699,SUNNY,11.5,1006.140789,36,35,Manual Irrigation,14.77657241,On
SUGARCANE,DRY,HUMID,17.55004004,WINDY,7.9,1004.479492,19,6,Manual Irrigation,44.32407621,On
POTATO,DRY,DESERT,36.75230814,NORMAL,10.7,1018.70597,27,57,Subsurface Irrigation,22.68497972,On
SUGARCANE,HUMID,SEMI HUMID,48.49777575,SUNNY,10.5,1018.334038,49,63,Manual Irrigation,27.59042609,On
OTHER,DRY,DESERT,36.29770357,WINDY,11.65,1004.035425,10,79,Manual Irrigation,27.70565309,On
MAIZE,DRY,SEMI ARID,32.4042794,NORMAL,7.58,1007.466804,41,32,Manual Irrigation,36.76201551,On
WHEAT,DRY,HUMID,41.66909405,NORMAL,9.7,1004.104624,29,16,Manual Irrigation,24.94906329,On
SUGARCANE,DRY,DESERT,18.29499632,WINDY,11.54,1001.114251,10,97,Manual Irrigation,15.33693871,On
RICE,DRY,SEMI ARID,26.04069879,RAINY,8.5,1020.545036,5,20,Manual Irrigation,39.97525938,On
COTTON,DRY,HUMID,47.47068436,WINDY,9.65,1009.19618,47,30,Manual Irrigation,15.86755122,On
RICE,HUMID,HUMID,45.72824699,SUNNY,11.5,1006.140789,36,35,Manual Irrigation,14.77657241,On
WHEAT,DRY,HUMID,34.89122715,WINDY,9.85,1014.858293,5,20,Manual Irrigation,34.05532647,On
MAIZE,WET,SEMI ARID,40.72636264,NORMAL,6.06,1021.466801,47,38,Manual Irrigation,36.27969305,On
SUGARCANE,WET,DESERT,46.81802491,NORMAL,9.4,1003.34853,1,25,Manual Irrigation,3.566584187,On
RICE,DRY,HUMID,24.80322157,NORMAL,12,1000.964789,44,78,Manual Irrigation,21.92918219,On
COTTON,HUMID,SEMI HUMID,38.8400526,NORMAL,6.5,1019.702973,39,14,Manual Irrigation,44.33499348,On
WHEAT,HUMID,DESERT,28.26934172,NORMAL,9.1,1016.088803,14,21,Manual Irrigation,11.52057679,On
TOMATO,DRY,DESERT,36.19718692,WINDY,9.12,1016.806573,27,59,Drip Irrigation,13.59894947,On
POTATO,HUMID,SEMI ARID,36.21392721,SUNNY,9.2,1002.882527,8,19,Manual Irrigation,31.72151191,On
COTTON,DRY,SEMI ARID,38.66676225,NORMAL,9.98,1008.404133,41,27,Manual Irrigation,10.83255788,On
WHEAT,DRY,HUMID,34.89122715,WINDY,9.85,1014.858293,5,20,Manual Irrigation,34.05532647,On
RICE,DRY,SEMI HUMID,37.59635983,RAINY,7.5,1023.75528,7,13,Manual Irrigation,43.49890534,On
SUGARCANE,DRY,DESERT,22.58231886,NORMAL,11.5,1017.901576,49,74,Manual Irrigation,41.7464802,On
BANANA,DRY,SEMI ARID,23.807225,SUNNY,10.4,1018.247228,7,94,Sprinkler Irrigation,31.78224128,On
RICE,DRY,HUMID,27.45161596,WINDY,13,1007.873331,25,50,Surface Irrigation,12.23350427,On
MAIZE,WET,HUMID,43.74449847,WINDY,5.5,1006.198311,37,57,Manual Irrigation,38.73744701,On
BANANA,DRY,DESERT,41.36075395,NORMAL,11.75,1002.598984,32,105,Sprinkler Irrigation,31.16461779,On
RICE,WET,DESERT,20.05757332,SUNNY,12.5,1024.493358,0,68,Surface Irrigation,19.59162198,On
SUGARCANE,HUMID,DESERT,14.90056132,SUNNY,9.56,1007.205299,38,6,Manual Irrigation,32.0705249,On
MAIZE,DRY,SEMI ARID,18.87394899,NORMAL,5.58,1008.4437,34,64,Manual Irrigation,46.600853,On
SUGARCANE,WET,DESERT,46.81802491,NORMAL,9.4,1003.34853,1,25,Manual Irrigation,3.566584187,On
RICE,WET,SEMI HUMID,35.37531545,NORMAL,8.5,1006.248975,43,30,Manual Irrigation,37.69672808,On
POTATO,WET,DESERT,40.6866618,SUNNY,9.65,1010.26307,25,4,Manual Irrigation,21.45867151,On
RICE,DRY,SEMI ARID,26.04069879,RAINY,8.5,1020.545036,5,20,Manual Irrigation,39.97525938,On
SUGARCANE,DRY,DESERT,27.37923606,WINDY,12.5,1007.967431,40,41,Surface Irrigation,20.58703077,On
OTHER,HUMID,SEMI ARID,17.71798635,NORMAL,11.5,1014.179077,43,77,Manual Irrigation,30.88312131,On
MAIZE,WET,SEMI HUMID,46.06664471,WINDY,6.34,1006.316575,50,48,Manual Irrigation,44.86570358,On
CABBAGE,HUMID,SEMI ARID,39.78398091,WINDY,6.5,1009.929672,32,28,Manual Irrigation,33.25058859,On
BEAN,DRY,SEMI ARID,19.1154576,SUNNY,9.48,1006.595152,34,35,Manual Irrigation,11.99487613,On
RICE,HUMID,SEMI ARID,17.71798635,NORMAL,11.5,1011.331544,21,62,Manual Irrigation,17.68790818,On
WHEAT,DRY,SEMI ARID,25.43115023,WINDY,11.7,1002.491598,43,58,Manual Irrigation,20.0613052,On
BANANA,HUMID,SEMI ARID,40.87909245,WINDY,9.9,1013.596948,20,42,Drip Irrigation,21.29967382,On
SUGARCANE,WET,SEMI HUMID,39.25554809,NORMAL,6.04,1006.156768,49,20,Manual Irrigation,38.73777134,On
MAIZE,DRY,SEMI HUMID,23.81837019,NORMAL,5.86,1022.577438,16,60,Manual Irrigation,49.03129279,On
BANANA,DRY,SEMI ARID,38.10219138,SUNNY,11.4,1017.778045,21,103,Sprinkler Irrigation,16.97427519,On
WHEAT,WET,DESERT,49.02061363,NORMAL,9.4,1014.455745,50,3,Manual Irrigation,13.71958679,On
MAIZE,WET,DESERT,26.64480231,WINDY,5.6,1007.731703,2,42,Manual Irrigation,40.27344926,On
WHEAT,DRY,DESERT,10.55456431,WINDY,11.54,1008.755915,30,82,Manual Irrigation,34.46235799,On
RICE,DRY,HUMID,33.96588005,SUNNY,14.5,1014.957652,12,65,Surface Irrigation,3.081232877,On
WHEAT,DRY,SEMI ARID,21.11558048,NORMAL,10.7,1017.452923,38,45,Manual Irrigation,28.13221881,On
RICE,DRY,SEMI ARID,26.04069879,RAINY,8.5,1020.545036,5,20,Manual Irrigation,39.97525938,On
RICE,WET,DESERT,43.56798163,WINDY,14,1003.466313,19,49,Surface Irrigation,19.29368533,On
WHEAT,DRY,HUMID,45.51144776,SUNNY,11.2,1003.086589,31,73,Manual Irrigation,20.28037078,On
MAIZE,HUMID,DESERT,44.84016363,SUNNY,9.18,1015.458658,16,40,Manual Irrigation,21.45227936,On
BEAN,HUMID,SEMI HUMID,49.72415626,SUNNY,8.2,1014.161092,42,32,Manual Irrigation,33.95500955,On
RICE,WET,SEMI HUMID,45.46330963,SUNNY,11,1007.844554,46,35,Manual Irrigation,9.129181506,On
MAIZE,DRY,SEMI HUMID,41.31501166,WINDY,8.86,1012.159303,4,46,Manual Irrigation,46.41152591,On
COTTON,WET,DESERT,40.41581808,NORMAL,8.15,1024.965433,15,2,Manual Irrigation,37.01110147,On
SUGARCANE,WET,SEMI ARID,29.69414291,NORMAL,6.25,1003.196243,20,26,Manual Irrigation,35.65718876,On
COTTON,HUMID,DESERT,30.1817105,WINDY,9.6,1023.557523,16,19,Manual Irrigation,17.81190598,On
COTTON,HUMID,SEMI HUMID,29.41730773,SUNNY,7.1,1021.910524,36,16,Manual Irrigation,41.71480339,On
